area_name,area_code,population_max,population_max_0,population_max_1,population_max_2,population_max_3,population_max_4,population_max_5,population_max_6,population_max_7,population_max_8,population_max_9,population_max_10,population_man_max,population_man_0,population_man_1,population_man_2,population_man_3,population_man_4,population_man_5,population_man_6,population_man_7,population_man_8,population_man_9,population_man_10,population_woman_max,population_woman_0,population_woman_1,population_woman_2,population_woman_3,population_woman_4,population_woman_5,population_woman_6,population_woman_7,population_woman_8,population_woman_9,population_woman_10
서울특별시 중랑구 망우본동,1126065500,31713,1796,2004,4192,4436,4328,5677,5392,2653,1069,158,8,15876,905,1007,2102,2295,2318,2865,2712,1248,386,35,3,15837,891,997,2090,2141,2010,2812,2680,1405,683,123,5
서울특별시 중랑구 망우제3동,1126066000,16344,694,1036,2180,2015,2224,3178,2868,1468,586,94,1,8196,369,469,1125,1087,1141,1601,1456,687,243,18,0,8148,325,567,1055,928,1083,1577,1412,781,343,76,1
서울특별시 중랑구 신내1동,1126068000,38534,2949,3778,4711,4710,5842,6364,5815,2835,1309,211,10,18690,1520,1948,2404,2291,2876,3010,2812,1304,493,32,0,19844,1429,1830,2307,2419,2966,3354,3003,1531,816,179,10
서울특별시 중랑구 신내2동,1126069000,20514,1200,1634,2429,2816,3038,3462,3376,1632,810,112,5,9773,617,829,1232,1400,1522,1616,1541,703,280,31,2,10741,583,805,1197,1416,1516,1846,1835,929,530,81,3
서울특별시 성북구 ,1129000000,431313,27524,36126,65737,58591,67666,69261,56754,32536,15014,2029,75,207979,14067,18365,31488,29282,33362,34136,26693,14172,5896,501,17,223334,13457,17761,34249,29309,34304,35125,30061,18364,9118,1528,58
서울특별시 성북구 성북동,1129052500,16587,733,1140,2730,2489,2507,2748,2096,1278,723,137,6,7760,354,592,1261,1200,1198,1297,984,526,304,42,2,8827,379,548,1469,1289,1309,1451,1112,752,419,95,4
서울특별시 성북구 삼선동,1129055500,22949,1021,1798,4218,3225,3427,3694,2795,1777,881,102,11,10945,534,921,1907,1584,1683,1833,1365,753,334,29,2,12004,487,877,2311,1641,1744,1861,1430,1024,547,73,9
서울특별시 성북구 동선동,1129057500,15508,522,916,4561,2497,1949,1952,1529,1024,480,73,5,6505,253,387,1508,1139,927,968,684,435,182,22,0,9003,269,529,3053,1358,1022,984,845,589,298,51,5
서울특별시 성북구 돈암제1동,1129058000,14719,777,1221,1963,1918,2065,2650,2222,1246,583,69,5,6889,381,598,902,941,974,1273,1026,559,217,18,0,7830,396,623,1061,977,1091,1377,1196,687,366,51,5
서울특별시 성북구 돈암제2동,1129059000,23950,1900,2742,2854,2937,4255,4141,2807,1440,733,138,3,11341,959,1346,1405,1385,2000,1988,1313,623,288,34,0,12609,941,1396,1449,1552,2255,2153,1494,817,445,104,3
서울특별시 성북구 안암동,1129060000,14965,422,798,5211,2061,1572,1949,1512,928,451,57,4,7519,215,407,2688,1161,804,975,705,386,166,10,2,7446,207,391,2523,900,768,974,807,542,285,47,2
서울특별시 성북구 보문동,1129061000,15392,940,918,2603,2556,2305,2517,1965,1046,479,59,4,7433,469,442,1237,1321,1160,1235,925,450,186,7,1,7959,471,476,1366,1235,1145,1282,1040,596,293,52,3
서울특별시 성북구 정릉제1동,1129062000,18187,1386,1709,2237,2524,3123,2829,2286,1356,656,79,2,8752,726,855,1105,1253,1500,1389,1076,566,263,19,0,9435,660,854,1132,1271,1623,1440,1210,790,393,60,2
서울특별시 성북구 정릉제2동,1129063000,23010,1407,1781,3190,3058,3436,3782,3445,1936,856,115,4,11123,722,940,1577,1568,1699,1803,1602,858,326,26,2,11887,685,841,1613,1490,1737,1979,1843,1078,530,89,2
서울특별시 성북구 정릉제3동,1129064000,15062,563,904,3091,1842,1786,2327,2297,1423,720,106,3,7495,298,467,1725,1054,885,1141,1024,606,272,23,0,7567,265,437,1366,788,901,1186,1273,817,448,83,3
서울특별시 성북구 정릉제4동,1129065000,24916,1470,2084,3232,3043,4048,4189,3654,2134,921,139,2,12013,768,1093,1649,1477,1992,2028,1649,950,373,34,0,12903,702,991,1583,1566,2056,2161,2005,1184,548,105,2
서울특별시 성북구 길음제1동,1129066000,35542,3637,4950,3378,4238,7750,5158,3382,2057,863,125,4,16882,1865,2420,1624,1902,3683,2653,1520,860,332,23,0,18660,1772,2530,1754,2336,4067,2505,1862,1197,531,102,4
서울특별시 성북구 길음제2동,1129068500,16637,1428,1422,2015,2413,2843,2758,2166,1072,457,62,1,7983,739,757,934,1163,1358,1352,1019,473,177,11,0,8654,689,665,1081,1250,1485,1406,1147,599,280,51,1
서울특별시 성북구 종암동,1129070500,38889,2507,3589,5586,5039,6203,6345,4975,2850,1545,243,7,19294,1291,1974,2958,2571,3050,3150,2412,1217,593,75,3,19595,1216,1615,2628,2468,3153,3195,2563,1633,952,168,4
서울특별시 성북구 월곡제1동,1129071500,26416,1922,2556,2985,3497,4450,4239,3666,2113,886,102,0,12753,965,1240,1411,1729,2215,2125,1750,931,358,29,0,13663,957,1316,1574,1768,2235,2114,1916,1182,528,73,0
서울특별시 성북구 월곡제2동,1129072500,19500,1000,1415,3486,2704,2736,3010,2748,1585,719,95,2,9391,534,725,1474,1420,1383,1517,1327,703,285,22,1,10109,466,690,2012,1284,1353,1493,1421,882,434,73,1
서울특별시 성북구 장위제1동,1129076000,24342,1740,1887,3353,3381,3714,4214,3459,1750,756,86,2,11914,876,979,1689,1757,1865,2047,1626,765,290,19,1,12428,864,908,1664,1624,1849,2167,1833,985,466,67,1
서울특별시 성북구 장위제2동,1129077000,13720,566,850,1951,1805,1870,2383,2258,1357,608,70,2,6771,287,429,961,933,1016,1211,1057,613,244,20,0,6949,279,421,990,872,854,1172,1201,744,364,50,2
서울특별시 성북구 장위제3동,1129078000,15888,1679,1328,1992,2477,2622,2501,1972,924,351,37,5,7826,857,670,965,1189,1352,1253,950,443,140,6,1,8062,822,658,1027,1288,1270,1248,1022,481,211,31,4
서울특별시 성북구 석관동,1129081000,35134,1904,2118,5101,4887,5005,5875,5520,3240,1346,135,3,17390,974,1123,2508,2535,2618,2898,2679,1455,566,32,2,17744,930,995,2593,2352,2387,2977,2841,1785,780,103,1
서울특별시 강북구 ,1130500000,299792,14241,20886,41222,37237,44083,51687,47182,29342,12412,1452,48,146000,7359,10709,20248,19437,22677,25478,22061,12654,4974,391,12,153792,6882,10177,20974,17800,21406,26209,25121,16688,7438,1061,36
서울특별시 강북구 삼양동,1130553400,23688,1176,1853,3059,2858,3429,4287,3820,2199,884,117,6,11814,624,975,1587,1510,1752,2171,1812,999,348,33,3,11874,552,878,1472,1348,1677,2116,2008,1200,536,84,3
서울특별시 강북구 미아동,1130553500,21597,694,1260,3699,2856,2909,3699,3443,2037,903,96,1,10393,361,664,1611,1506,1526,1792,1672,882,358,21,0,11204,333,596,2088,1350,1383,1907,1771,1155,545,75,1
서울특별시 강북구 송중동,1130554500,29563,1431,1952,4170,3932,4370,5110,4693,2707,1075,120,3,14201,729,938,2048,1972,2224,2441,2182,1182,455,29,1,15362,702,1014,2122,1960,2146,2669,2511,1525,620,91,2
서울특별시 강북구 송천동,1130555500,26448,965,1533,3441,3115,3671,4864,4714,2836,1176,124,9,13133,487,783,1740,1650,1976,2451,2303,1242,464,36,1,13315,478,750,1701,1465,1695,2413,2411,1594,712,88,8
서울특별시 강북구 삼각산동,1130557500,31395,2776,3904,3318,3612,6232,5131,3456,2006,857,99,4,15069,1442,1970,1658,1676,2999,2568,1568,867,301,19,1,16326,1334,1934,1660,1936,3233,2563,1888,1139,556,80,3
서울특별시 강북구 번1동,1130559500,18383,610,1014,3142,2642,2740,3071,2714,1705,670,73,2,9292,322,522,1565,1423,1478,1607,1295,772,284,24,0,9091,288,492,1577,1219,1262,1464,1419,933,386,49,2
서울특별시 강북구 번2동,1130560300,15856,609,1001,2144,1700,2224,2708,2695,1936,760,77,2,7678,326,527,1121,917,1134,1345,1235,774,283,16,0,8178,283,474,1023,783,1090,1363,1460,1162,477,61,2
서울특별시 강북구 번3동,1130560800,16898,865,1245,1827,1639,2448,2788,2695,2431,871,87,2,7910,434,630,943,844,1217,1358,1209,908,348,18,1,8988,431,615,884,795,1231,1430,1486,1523,523,69,1
서울특별시 강북구 수유1동,1130561500,20603,923,1285,2982,2727,2841,3503,3400,1969,866,103,4,10181,468,651,1482,1472,1532,1704,1611,874,352,35,0,10422,455,634,1500,1255,1309,1799,1789,1095,514,68,4
서울특별시 강북구 수유2동,1130562500,21292,1003,1351,2891,2502,2961,3744,3503,2147,1055,134,1,10167,516,716,1381,1316,1504,1782,1584,911,413,43,1,11125,487,635,1510,1186,1457,1962,1919,1236,642,91,0
서울특별시 강북구 수유3동,1130563500,23042,741,1083,4120,3336,3170,3963,3511,2130,889,95,4,11490,380,590,1985,1824,1701,2006,1629,959,378,38,0,11552,361,493,2135,1512,1469,1957,1882,1171,511,57,4
서울특별시 강북구 우이동,1130564500,20581,1012,1364,2539,2586,2872,3539,3396,2119,1015,134,5,9954,522,715,1193,1371,1481,1727,1566,906,435,37,1,10627,490,649,1346,1215,1391,1812,1830,1213,580,97,4
서울특별시 강북구 인수동,1130566000,30446,1436,2041,3890,3732,4216,5280,5142,3120,1391,193,5,14718,748,1028,1934,1956,2153,2526,2395,1378,555,42,3,15728,688,1013,1956,1776,2063,2754,2747,1742,836,151,2
서울특별시 도봉구 ,1132000000,317943,17188,24395,41691,39291,46305,56044,51330,27496,12406,1684,113,154794,8956,12538,21135,20073,23023,26802,24297,12611,4868,456,35,163149,8232,11857,20556,19218,23282,29242,27033,14885,7538,1228,78
서울특별시 도봉구 창제1동,1132051100,24794,1443,2064,3239,3301,3912,4199,3588,1946,974,124,4,11770,741,1039,1584,1641,1908,1967,1641,837,380,29,3,13024,702,1025,1655,1660,2004,2232,1947,1109,594,95,1
서울특별시 도봉구 창제2동,1132051200,29098,1627,2140,4113,3936,4429,5120,4265,2334,1016,115,3,14169,842,1107,2055,1983,2246,2439,1986,1050,435,26,0,14929,785,1033,2058,1953,2183,2681,2279,1284,581,89,3
서울특별시 도봉구 창제3동,1132051300,13839,682,1027,1745,1579,2076,2507,2249,1354,567,46,7,6918,364,540,907,835,1078,1264,1074,607,236,11,2,6921,318,487,838,744,998,1243,1175,747,331,35,5
서울특별시 도봉구 창제4동,1132051400,26598,1640,2535,3528,3312,4227,4850,3723,1688,933,152,10,12785,870,1283,1788,1587,2012,2275,1799,776,342,47,6,13813,770,1252,1740,1725,2215,2575,1924,912,591,105,4
서울특별시 도봉구 창제5동,1132051500,24630,1446,1871,3553,3453,3426,4307,3836,1767,846,122,3,11769,753,946,1739,1734,1645,1976,1799,812,329,35,1,12861,693,925,1814,1719,1781,2331,2037,955,517,87,2
서울특별시 도봉구 도봉제1동,1132052100,21123,803,1128,2514,2268,2824,3718,3989,2689,1071,117,2,10666,391,603,1354,1235,1560,1840,1938,1264,441,39,1,10457,412,525,1160,1033,1264,1878,2051,1425,630,78,1
서울특별시 도봉구 도봉제2동,1132052200,26902,1525,1586,3190,3446,3638,4402,4890,2820,1191,189,25,13137,788,822,1600,1758,1841,2161,2293,1350,476,44,4,13765,737,764,1590,1688,1797,2241,2597,1470,715,145,21
서울특별시 도봉구 쌍문제1동,1132066000,21380,1090,1551,2890,2527,3055,3737,3441,2046,914,113,16,10312,580,735,1380,1304,1557,1811,1603,934,372,31,5,11068,510,816,1510,1223,1498,1926,1838,1112,542,82,11
서울특별시 도봉구 쌍문제2동,1132067000,18768,944,1319,2455,2487,2671,3237,3111,1632,780,113,19,8980,481,700,1242,1295,1346,1456,1438,705,281,29,7,9788,463,619,1213,1192,1325,1781,1673,927,499,84,12
서울특별시 도봉구 쌍문제3동,1132068000,16556,763,1005,2405,2280,2370,2870,2532,1594,654,76,7,8043,387,513,1190,1191,1212,1356,1188,697,283,23,3,8513,376,492,1215,1089,1158,1514,1344,897,371,53,4
서울특별시 도봉구 쌍문제4동,1132068100,18684,1136,1946,2427,2242,2829,3364,2888,1152,599,98,3,8830,605,981,1210,1097,1284,1527,1364,536,198,28,0,9854,531,965,1217,1145,1545,1837,1524,616,401,70,3
서울특별시 도봉구 방학제1동,1132069000,28717,1454,2137,3886,3271,4110,5300,4777,2651,978,149,4,14268,732,1086,1989,1679,2047,2667,2330,1292,406,39,1,14449,722,1051,1897,1592,2063,2633,2447,1359,572,110,3
서울특별시 도봉구 방학제2동,1132070000,19703,834,1413,2572,2126,2702,3730,3446,1916,858,102,4,9954,434,734,1402,1196,1392,1860,1693,867,346,30,0,9749,400,679,1170,930,1310,1870,1753,1049,512,72,4
서울특별시 도봉구 방학제3동,1132071000,27151,1801,2673,3174,3063,4036,4703,4595,1907,1025,168,6,13193,988,1449,1695,1538,1895,2203,2151,884,343,45,2,13958,813,1224,1479,1525,2141,2500,2444,1023,682,123,4
서울특별시 노원구 ,1135000000,511275,30670,50547,70267,63104,81827,87015,70613,37252,17323,2565,92,246182,15811,26230,35866,31427,38938,42092,32856,16229,6101,621,11,265093,14859,24317,34401,31677,42889,44923,37757,21023,11222,1944,81
서울특별시 노원구 월계1동,1135056000,21652,1102,1603,3713,2558,3284,3434,3157,1930,764,101,6,11172,562,871,2136,1402,1702,1733,1533,885,322,25,1,10480,540,732,1577,1156,1582,1701,1624,1045,442,76,5
서울특별시 노원구 월계2동,1135057000,26665,1592,2012,3091,3089,4071,4528,4495,2514,1085,182,6,12840,813,1037,1638,1540,2064,2198,2015,1132,354,48,1,13825,779,975,1453,1549,2007,2330,2480,1382,731,134,5
서울특별시 노원구 월계3동,1135058000,29955,2103,2058,3478,4459,4467,4714,4729,2603,1193,145,6,14305,1071,1100,1722,2236,2264,2183,2111,1165,425,28,0,15650,1032,958,1756,2223,2203,2531,2618,1438,768,117,6
서울특별시 노원구 공릉1동,1135059500,36786,1914,2564,6532,5145,5312,5658,5596,2802,1091,168,4,17927,984,1314,3218,2589,2734,2740,2604,1276,429,38,1,18859,930,1250,3314,2556,2578,2918,2992,1526,662,130,3
서울특별시 노원구 공릉2동,1135060000,39085,2750,4176,6585,5173,6292,6004,4712,2251,996,140,6,19057,1427,2152,3265,2598,2964,2947,2230,1062,369,42,1,20028,1323,2024,3320,2575,3328,3057,2482,1189,627,98,5
서울특별시 노원구 하계1동,1135061100,26642,1064,2935,4381,2676,3966,4931,3723,1842,985,135,4,12776,575,1631,2351,1333,1765,2372,1716,708,284,41,0,13866,489,1304,2030,1343,2201,2559,2007,1134,701,94,4
서울특별시 노원구 하계2동,1135061200,22030,1396,2685,2909,2487,3826,3890,2673,1352,712,100,0,10493,732,1378,1479,1195,1773,1863,1248,568,230,27,0,11537,664,1307,1430,1292,2053,2027,1425,784,482,73,0
서울특별시 노원구 중계본동,1135061900,24059,1436,4436,3063,1788,4782,4570,2316,1042,549,73,4,11718,772,2230,1569,872,2024,2367,1212,456,198,18,0,12341,664,2206,1494,916,2758,2203,1104,586,351,55,4
서울특별시 노원구 중계1동,1135062100,26931,1878,5568,2906,1963,6272,4597,2200,952,521,70,4,13070,1010,2910,1503,851,2726,2419,1076,397,160,17,1,13861,868,2658,1403,1112,3546,2178,1124,555,361,53,3
서울특별시 노원구 중계4동,1135062400,19976,1078,2163,2462,1893,3320,3586,2674,1859,803,135,3,9628,552,1191,1277,946,1582,1773,1256,730,285,36,0,10348,526,972,1185,947,1738,1813,1418,1129,518,99,3
서울특별시 노원구 중계2.3동,1135062500,34352,1849,3029,4107,4149,5437,5646,4959,3281,1662,225,8,15754,942,1466,2058,2005,2637,2667,2173,1223,531,52,0,18598,907,1563,2049,2144,2800,2979,2786,2058,1131,173,8
서울특별시 노원구 상계1동,1135063000,38231,2128,3243,5089,4745,5508,6905,6203,2905,1298,197,10,18490,1075,1684,2576,2383,2636,3267,2978,1332,515,41,3,19741,1053,1559,2513,2362,2872,3638,3225,1573,783,156,7
서울특별시 노원구 상계2동,1135064000,20006,906,1770,3165,2273,2884,3888,2997,1395,628,94,6,9901,442,884,1611,1196,1418,1935,1485,669,239,21,1,10105,464,886,1554,1077,1466,1953,1512,726,389,73,5
서울특별시 노원구 상계3.4동,1135066500,26212,1320,1988,3105,2832,3728,4685,4454,2702,1259,135,4,13022,670,1089,1645,1502,1886,2357,2158,1196,492,26,1,13190,650,899,1460,1330,1842,2328,2296,1506,767,109,3
서울특별시 노원구 상계5동,1135067000,24014,1020,1947,3316,2601,3471,4452,3811,2233,992,163,8,11643,517,1007,1736,1375,1708,2155,1793,968,338,46,0,12371,503,940,1580,1226,1763,2297,2018,1265,654,117,8
서울특별시 노원구 상계6.7동,1135069500,32802,2278,2893,4444,4836,5239,5693,4188,1996,1028,200,7,15165,1168,1507,2129,2266,2399,2581,1865,860,347,43,0,17637,1110,1386,2315,2570,2840,3112,2323,1136,681,157,7
서울특별시 노원구 상계8동,1135070000,22669,2305,1908,2674,4792,3766,3040,2351,1181,559,90,3,10875,1204,956,1342,2344,1853,1440,999,521,189,27,0,11794,1101,952,1332,2448,1913,1600,1352,660,370,63,3
서울특별시 노원구 상계9동,1135071000,20510,1250,1970,2673,2718,3291,3560,2880,1367,677,122,2,9692,632,1021,1387,1371,1483,1640,1300,607,227,23,1,10818,618,949,1286,1347,1808,1920,1580,760,450,99,1
서울특별시 노원구 상계10동,1135072000,18698,1301,1599,2574,2927,2911,3234,2495,1045,521,90,1,8654,663,802,1224,1423,1320,1455,1104,474,167,22,0,10044,638,797,1350,1504,1591,1779,1391,571,354,68,1
서울특별시 은평구 ,1138000000,473468,27772,37284,65402,67046,74142,77137,66949,38603,16956,2090,87,226555,14270,19072,31231,32924,36674,37163,30900,16873,6858,570,20,246913,13502,18212,34171,34122,37468,39974,36049,21730,10098,1520,67
서울특별시 은평구 녹번동,1138051000,36810,2371,2175,4900,5997,5526,5881,5299,3107,1365,184,5,17438,1184,1059,2306,2931,2808,2833,2370,1342,559,44,2,19372,1187,1116,2594,3066,2718,3048,2929,1765,806,140,3
서울특별시 은평구 불광제1동,1138052000,38563,2196,2578,5086,5352,5686,6640,5738,3416,1661,199,11,18199,1127,1364,2434,2646,2750,3106,2607,1444,653,66,2,20364,1069,1214,2652,2706,2936,3534,3131,1972,1008,133,9
서울특별시 은평구 불광제2동,1138053000,27645,1005,1673,4194,3808,3610,4803,4531,2736,1137,134,14,13377,507,855,2070,1975,1890,2249,2113,1212,465,37,4,14268,498,818,2124,1833,1720,2554,2418,1524,672,97,10
서울특별시 은평구 갈현제1동,1138055100,21996,887,1432,3489,2897,3066,3810,3559,1994,756,102,4,10740,478,747,1759,1576,1567,1739,1633,895,324,21,1,11256,409,685,1730,1321,1499,2071,1926,1099,432,81,3
서울특별시 은평구 갈현제2동,1138055200,28241,1389,2320,4304,3790,4482,4757,3834,2280,975,108,2,13365,716,1164,2083,1861,2172,2229,1731,969,406,34,0,14876,673,1156,2221,1929,2310,2528,2103,1311,569,74,2
서울특별시 은평구 구산동,1138056000,32318,1644,2805,4337,4035,4940,5654,4834,2720,1199,146,4,15849,812,1374,2086,2026,2504,2818,2373,1301,512,43,0,16469,832,1431,2251,2009,2436,2836,2461,1419,687,103,4
서울특별시 은평구 대조동,1138057000,26884,1035,1546,4831,4224,3850,4182,3678,2345,1067,120,6,12518,549,711,2098,2084,1884,2051,1653,1001,452,35,0,14366,486,835,2733,2140,1966,2131,2025,1344,615,85,6
서울특별시 은평구 응암제1동,1138058000,32976,2520,2687,4479,5468,5573,4881,3947,2313,993,113,2,15627,1270,1407,2036,2627,2746,2377,1764,975,392,32,1,17349,1250,1280,2443,2841,2827,2504,2183,1338,601,81,1
서울특별시 은평구 응암제2동,1138059000,27621,3154,2320,2641,4802,5338,3771,3034,1700,761,96,4,13409,1650,1203,1331,2250,2715,1844,1378,719,293,25,1,14212,1504,1117,1310,2552,2623,1927,1656,981,468,71,3
서울특별시 은평구 응암제3동,1138060000,24423,941,1474,3537,3304,3400,4031,3829,2534,1227,142,4,11902,509,770,1783,1735,1744,1997,1784,1049,489,42,0,12521,432,704,1754,1569,1656,2034,2045,1485,738,100,4
서울특별시 은평구 역촌동,1138062500,45548,2406,3326,6472,6302,7374,7588,6495,3835,1566,175,9,21406,1199,1667,3071,3014,3667,3542,2898,1680,627,40,1,24142,1207,1659,3401,3288,3707,4046,3597,2155,939,135,8
서울특별시 은평구 신사제1동,1138063100,27061,1472,1995,3805,3969,4136,4368,4071,2232,911,101,1,13032,733,1053,1902,1997,2054,2048,1883,964,372,26,0,14029,739,942,1903,1972,2082,2320,2188,1268,539,75,1
서울특별시 은평구 신사제2동,1138063200,20312,1017,1582,2863,2706,3050,3450,3208,1621,719,91,5,10139,538,875,1473,1425,1547,1689,1547,741,273,30,1,10173,479,707,1390,1281,1503,1761,1661,880,446,61,4
서울특별시 은평구 증산동,1138064000,14912,669,1134,1988,1960,2152,2520,2483,1370,567,66,3,7278,348,573,977,1007,1072,1226,1187,621,248,18,1,7634,321,561,1011,953,1080,1294,1296,749,319,48,2
서울특별시 은평구 수색동,1138065000,12196,850,847,1571,1896,1705,2119,1799,927,425,57,0,6010,435,449,798,956,857,1070,879,411,145,10,0,6186,415,398,773,940,848,1049,920,516,280,47,0
서울특별시 은평구 진관동,1138069000,55962,4216,7390,6905,6536,10254,8682,6610,3473,1627,256,13,26266,2215,3801,3024,2814,4697,4345,3100,1549,648,67,6,29696,2001,3589,3881,3722,5557,4337,3510,1924,979,189,7
서울특별시 서대문구 ,1141000000,305443,18992,22593,49111,44269,45389,48671,39705,23314,11747,1554,98,145990,9683,11270,23338,21883,22414,23710,18745,9989,4524,410,24,159453,9309,11323,25773,22386,22975,24961,20960,13325,7223,1144,74
서울특별시 서대문구 천연동,1141052000,17135,1155,1382,2127,2314,2650,3009,2265,1345,789,94,5,8129,581,683,1015,1144,1271,1505,1092,544,271,21,2,9006,574,699,1112,1170,1379,1504,1173,801,518,73,3
서울특별시 서대문구 북아현동,1141055500,16006,1401,1017,2187,2821,2565,2732,1810,957,452,59,5,7684,711,495,1002,1361,1318,1359,856,405,160,16,1,8322,690,522,1185,1460,1247,1373,954,552,292,43,4
서울특별시 서대문구 충현동,1141056500,20412,1188,1300,3355,3337,2962,3271,2742,1401,719,128,9,9844,594,629,1613,1636,1484,1616,1340,627,270,32,3,10568,594,671,1742,1701,1478,1655,1402,774,449,96,6
서울특별시 서대문구 신촌동,1141058500,19791,673,906,7864,3498,1966,1969,1416,905,517,72,5,8749,356,398,3026,1752,953,982,664,390,205,21,2,11042,317,508,4838,1746,1013,987,752,515,312,51,3
서울특별시 서대문구 연희동,1141061500,35097,1553,2314,7567,5520,4734,5141,4142,2565,1354,198,9,16820,775,1154,3799,2747,2272,2465,1915,1075,548,68,2,18277,778,1160,3768,2773,2462,2676,2227,1490,806,130,7
서울특별시 서대문구 홍제제1동,1141062000,23719,1446,1824,3037,3316,3552,4057,3423,1940,1006,114,4,11118,717,897,1488,1609,1687,1897,1556,844,393,30,0,12601,729,927,1549,1707,1865,2160,1867,1096,613,84,4
서울특별시 서대문구 홍제제3동,1141064000,15354,720,1027,2044,1918,2048,2651,2372,1612,870,89,3,7427,363,555,1019,999,1035,1312,1110,676,327,31,0,7927,357,472,1025,919,1013,1339,1262,936,543,58,3
서울특별시 서대문구 홍제제2동,1141065500,13733,761,1001,1725,1868,1906,2455,2150,1191,593,78,5,6493,407,509,859,906,915,1156,1020,478,221,20,2,7240,354,492,866,962,991,1299,1130,713,372,58,3
서울특별시 서대문구 홍은제1동,1141066000,22686,1446,1687,2771,3016,3287,3951,3434,1927,1025,133,9,10935,731,842,1380,1511,1630,1924,1663,832,387,34,1,11751,715,845,1391,1505,1657,2027,1771,1095,638,99,8
서울특별시 서대문구 홍은제2동,1141068500,26574,1189,2076,4109,3508,3764,4550,3822,2203,1156,167,30,12829,597,1071,2044,1863,1844,2208,1753,971,439,32,7,13745,592,1005,2065,1645,1920,2342,2069,1232,717,135,23
서울특별시 서대문구 남가좌제1동,1141069000,15454,2040,1474,1427,2278,3053,2149,1590,929,451,59,4,7413,1049,704,683,1003,1567,1058,745,394,191,18,1,8041,991,770,744,1275,1486,1091,845,535,260,41,3
서울특별시 서대문구 남가좌제2동,1141070000,29797,2634,2343,4252,4464,4893,4417,3511,2158,990,128,7,14415,1338,1140,2095,2169,2456,2200,1675,924,383,32,3,15382,1296,1203,2157,2295,2437,2217,1836,1234,607,96,4
서울특별시 서대문구 북가좌제1동,1141071000,18044,1315,1936,2064,2273,3213,2971,2299,1290,606,76,1,8696,683,1010,1007,1062,1588,1439,1091,552,248,16,0,9348,632,926,1057,1211,1625,1532,1208,738,358,60,1
서울특별시 서대문구 북가좌제2동,1141072000,31641,1471,2306,4582,4138,4796,5348,4729,2891,1219,159,2,15438,781,1183,2308,2121,2394,2589,2265,1277,481,39,0,16203,690,1123,2274,2017,2402,2759,2464,1614,738,120,2
서울특별시 마포구 ,1144000000,369238,23772,27810,61474,63605,59917,54978,41076,23463,11452,1610,81,173725,12175,14013,27539,30019,29063,26986,19172,9868,4426,441,23,195513,11597,13797,33935,33586,30854,27992,21904,13595,7026,1169,58
서울특별시 마포구 아현동,1144055500,25269,2725,1687,3041,4855,4314,3850,2820,1196,665,108,8,11843,1349,809,1322,2223,2158,1858,1356,492,250,24,2,13426,1376,878,1719,2632,2156,1992,1464,704,415,84,6
서울특별시 마포구 공덕동,1144056500,37209,2212,2212,6160,6472,5292,6254,4624,2512,1318,140,13,17484,1165,1105,2648,3081,2639,3061,2224,1041,479,39,2,19725,1047,1107,3512,3391,2653,3193,2400,1471,839,101,11
서울특별시 마포구 도화동,1144058500,21216,1444,1540,2872,3589,3068,3417,2798,1501,849,136,2,10136,771,793,1376,1727,1493,1626,1324,678,318,30,0,11080,673,747,1496,1862,1575,1791,1474,823,531,106,2
서울특별시 마포구 용강동,1144059000,21639,2126,2055,2181,3653,4325,3080,2227,1256,636,98,2,10227,1044,985,1012,1689,2047,1571,1073,538,238,30,0,11412,1082,1070,1169,1964,2278,1509,1154,718,398,68,2
서울특별시 마포구 대흥동,1144060000,14536,647,829,3585,2448,2042,2064,1522,863,459,69,8,7033,349,448,1626,1225,1010,1077,732,362,184,18,2,7503,298,381,1959,1223,1032,987,790,501,275,51,6
서울특별시 마포구 염리동,1144061000,16766,1458,1546,2494,2672,3119,2478,1575,885,486,52,1,8089,750,782,1156,1279,1561,1255,737,352,200,16,1,8677,708,764,1338,1393,1558,1223,838,533,286,36,0
