area_name,area_code,population_max,population_max_0,population_max_1,population_max_2,population_max_3,population_max_4,population_max_5,population_max_6,population_max_7,population_max_8,population_max_9,population_max_10,population_man_max,population_man_0,population_man_1,population_man_2,population_man_3,population_man_4,population_man_5,population_man_6,population_man_7,population_man_8,population_man_9,population_man_10,population_woman_max,population_woman_0,population_woman_1,population_woman_2,population_woman_3,population_woman_4,population_woman_5,population_woman_6,population_woman_7,population_woman_8,population_woman_9,population_woman_10
대구광역시 동구 신천3동,2714057000,11733,831,996,1464,1425,1809,2093,1657,918,487,51,2,5790,437,572,775,737,858,1042,796,383,178,12,0,5943,394,424,689,688,951,1051,861,535,309,39,2
대구광역시 동구 신천4동,2714058000,7355,154,332,1276,1075,906,1240,1244,749,347,30,2,3670,73,186,599,608,535,634,570,336,123,5,1,3685,81,146,677,467,371,606,674,413,224,25,1
대구광역시 동구 효목1동,2714059000,13793,461,775,1729,1361,1612,2501,2762,1711,811,68,2,6868,268,422,941,780,863,1238,1284,727,325,19,1,6925,193,353,788,581,749,1263,1478,984,486,49,1
대구광역시 동구 효목2동,2714060000,13278,642,927,1660,1458,1857,2236,2383,1401,627,84,3,6353,306,465,875,806,930,1057,1065,590,234,24,1,6925,336,462,785,652,927,1179,1318,811,393,60,2
대구광역시 동구 도평동,2714061500,4012,166,216,570,432,433,706,767,466,227,29,0,2133,76,124,382,261,243,357,394,207,84,5,0,1879,90,92,188,171,190,349,373,259,143,24,0
대구광역시 동구 불로.봉무동,2714062000,21419,2125,2323,2174,2607,3982,3274,2819,1441,585,86,3,10521,1053,1188,1177,1292,1979,1598,1347,661,210,16,0,10898,1072,1135,997,1315,2003,1676,1472,780,375,70,3
대구광역시 동구 지저동,2714064000,14486,607,863,1842,1458,1722,2801,2950,1540,643,58,2,7219,305,450,1024,836,933,1368,1380,695,215,13,0,7267,302,413,818,622,789,1433,1570,845,428,45,2
대구광역시 동구 동촌동,2714065500,15609,780,867,2093,1833,1970,2816,2854,1603,714,79,0,7848,403,451,1148,1040,1063,1359,1389,712,264,19,0,7761,377,416,945,793,907,1457,1465,891,450,60,0
대구광역시 동구 방촌동,2714067000,18847,865,1269,2405,1790,2308,3623,3528,2003,965,87,4,9080,434,672,1313,953,1175,1673,1603,889,347,21,0,9767,431,597,1092,837,1133,1950,1925,1114,618,66,4
대구광역시 동구 해안동,2714068500,15142,701,888,1862,1561,1887,2750,2874,1781,750,85,3,7594,350,489,1025,890,1018,1418,1345,792,249,17,1,7548,351,399,837,671,869,1332,1529,989,501,68,2
대구광역시 동구 안심1동,2714072000,42496,3439,3665,5003,5360,6674,6823,6526,3288,1519,194,5,20810,1791,1936,2630,2795,3381,3342,2985,1434,482,33,1,21686,1648,1729,2373,2565,3293,3481,3541,1854,1037,161,4
대구광역시 동구 안심2동,2714073000,11075,611,617,1329,1316,1389,2131,2052,1110,463,54,3,5557,306,329,729,724,756,1038,967,491,202,12,3,5518,305,288,600,592,633,1093,1085,619,261,42,0
대구광역시 동구 안심3동,2714074200,21186,2265,2703,2206,2883,4183,2945,2037,1329,574,60,1,10241,1133,1336,1100,1416,2008,1520,907,589,215,17,0,10945,1132,1367,1106,1467,2175,1425,1130,740,359,43,1
대구광역시 동구 안심4동,2714074700,29143,2347,2910,3741,3970,4820,4739,3790,1945,798,82,1,14400,1202,1485,1991,2105,2357,2313,1783,867,278,18,1,14743,1145,1425,1750,1865,2463,2426,2007,1078,520,64,0
대구광역시 동구 혁신동,2714075500,18844,2921,1577,1853,4456,3658,1778,1591,725,245,38,2,9316,1486,793,864,2276,1950,812,734,314,82,5,0,9528,1435,784,989,2180,1708,966,857,411,163,33,2
대구광역시 동구 공산동,2714076000,21754,1326,1440,2365,2622,3017,3831,3682,2202,1122,145,2,10684,650,741,1304,1416,1494,1820,1793,1047,393,25,1,11070,676,699,1061,1206,1523,2011,1889,1155,729,120,1
대구광역시 서구 ,2717000000,165208,6870,10186,20110,16810,21428,32449,32025,17236,7317,755,22,82574,3547,5282,10998,9536,11551,16386,15041,7547,2560,124,2,82634,3323,4904,9112,7274,9877,16063,16984,9689,4757,631,20
대구광역시 서구 내당1동,2717051000,8464,291,470,1290,930,1016,1601,1578,872,382,33,1,4178,161,265,679,520,546,739,721,404,135,8,0,4286,130,205,611,410,470,862,857,468,247,25,1
대구광역시 서구 내당2.3동,2717052500,9831,292,479,1195,937,1189,1920,2004,1198,571,46,0,4743,150,253,606,543,669,958,895,470,191,8,0,5088,142,226,589,394,520,962,1109,728,380,38,0
대구광역시 서구 내당4동,2717054000,16657,663,1143,2301,1967,2156,2976,3099,1603,667,81,1,8056,331,587,1238,1102,1079,1354,1385,720,240,19,1,8601,332,556,1063,865,1077,1622,1714,883,427,62,0
대구광역시 서구 비산1동,2717055000,9729,269,630,1096,873,1252,2055,1917,1126,470,41,0,4964,134,334,639,504,706,1081,929,470,163,4,0,4765,135,296,457,369,546,974,988,656,307,37,0
대구광역시 서구 비산2.3동,2717056500,9285,267,463,957,779,1061,1790,1955,1331,622,58,2,4603,141,254,534,444,622,937,925,535,202,9,0,4682,126,209,423,335,439,853,1030,796,420,49,2
대구광역시 서구 비산4동,2717058000,9808,349,562,1194,939,1235,1997,1994,1054,444,40,0,4799,172,291,638,541,664,985,890,465,145,8,0,5009,177,271,556,398,571,1012,1104,589,299,32,0
대구광역시 서구 비산5동,2717059000,6130,169,296,633,555,702,1251,1284,848,363,29,0,3120,90,149,349,330,396,693,607,361,138,7,0,3010,79,147,284,225,306,558,677,487,225,22,0
대구광역시 서구 비산6동,2717060000,7666,213,450,944,674,956,1595,1568,838,386,40,2,3770,116,243,526,390,480,815,702,349,140,9,0,3896,97,207,418,284,476,780,866,489,246,31,2
대구광역시 서구 비산7동,2717061000,10065,364,513,1137,1005,1231,2140,2049,1136,448,40,2,5341,194,256,653,579,747,1200,1042,508,159,3,0,4724,170,257,484,426,484,940,1007,628,289,37,2
대구광역시 서구 평리1동,2717062000,7868,286,462,994,725,982,1583,1563,829,407,34,3,3955,138,236,571,422,549,825,740,339,132,3,0,3913,148,226,423,303,433,758,823,490,275,31,3
대구광역시 서구 평리2동,2717063000,8023,567,594,851,912,1193,1414,1472,725,274,21,0,3920,288,287,450,495,600,688,690,316,103,3,0,4103,279,307,401,417,593,726,782,409,171,18,0
대구광역시 서구 평리3동,2717064000,9926,334,543,1208,976,1235,2077,2033,1039,431,50,0,5007,178,300,645,574,678,1040,982,458,146,6,0,4919,156,243,563,402,557,1037,1051,581,285,44,0
대구광역시 서구 평리4동,2717065000,18099,1203,1238,2172,2186,2632,3413,3107,1486,577,83,2,8991,616,623,1169,1185,1379,1677,1459,675,197,11,0,9108,587,615,1003,1001,1253,1736,1648,811,380,72,2
대구광역시 서구 평리5동,2717066000,1750,61,99,208,174,227,351,367,182,75,2,4,923,34,57,128,96,127,178,180,86,35,1,1,827,27,42,80,78,100,173,187,96,40,1,3
대구광역시 서구 평리6동,2717066100,4112,97,239,487,384,475,890,925,421,170,24,0,2198,46,127,281,243,280,486,479,197,55,4,0,1914,51,112,206,141,195,404,446,224,115,20,0
대구광역시 서구 상중이동,2717067500,20133,1183,1628,2530,2102,2881,3865,3634,1610,608,88,4,10126,639,844,1381,1169,1450,1915,1722,773,219,14,0,10007,544,784,1149,933,1431,1950,1912,837,389,74,4
대구광역시 서구 원대동,2717069500,7662,262,377,913,692,1005,1531,1476,938,422,45,1,3880,119,176,511,399,579,815,693,421,160,7,0,3782,143,201,402,293,426,716,783,517,262,38,1
대구광역시 남구 ,2720000000,143645,6386,8983,19908,16818,19523,24214,24364,14867,7599,965,18,69066,3284,4762,9914,8934,9848,11877,11167,6320,2753,207,0,74579,3102,4221,9994,7884,9675,12337,13197,8547,4846,758,18
대구광역시 남구 이천동,2720051500,12073,708,1023,1213,1176,1898,1998,1781,1371,781,124,0,5690,396,562,626,581,928,978,774,541,278,26,0,6383,312,461,587,595,970,1020,1007,830,503,98,0
대구광역시 남구 봉덕1동,2720053000,9174,338,495,1115,1102,1312,1604,1581,977,586,63,1,4414,172,268,532,600,675,804,744,399,210,10,0,4760,166,227,583,502,637,800,837,578,376,53,1
대구광역시 남구 봉덕2동,2720054000,12680,935,1026,1237,1562,1800,2057,2053,1212,702,93,3,6033,479,484,655,801,863,963,955,539,266,28,0,6647,456,542,582,761,937,1094,1098,673,436,65,3
대구광역시 남구 봉덕3동,2720055000,16630,805,1267,2014,1786,2383,2869,2830,1626,929,118,3,7928,418,670,1010,926,1125,1438,1253,698,361,29,0,8702,387,597,1004,860,1258,1431,1577,928,568,89,3
대구광역시 남구 대명1동,2720056000,11373,446,726,1739,1346,1513,1998,1952,1096,491,65,1,5573,237,397,882,720,778,959,913,487,186,14,0,5800,209,329,857,626,735,1039,1039,609,305,51,1
대구광역시 남구 대명2동,2720057100,10300,360,562,1988,1261,1278,1596,1585,1072,543,54,1,4887,173,285,931,683,657,783,742,442,181,10,0,5413,187,277,1057,578,621,813,843,630,362,44,1
대구광역시 남구 대명3동,2720058600,10807,334,564,1509,1145,1423,1884,2020,1290,572,66,0,5350,181,314,754,659,783,988,931,533,198,9,0,5457,153,250,755,486,640,896,1089,757,374,57,0
대구광역시 남구 대명4동,2720059000,11106,436,610,1607,1226,1306,1999,2112,1203,535,70,2,5397,208,326,840,691,676,979,971,526,170,10,0,5709,228,284,767,535,630,1020,1141,677,365,60,2
대구광역시 남구 대명5동,2720060000,6411,211,350,1322,761,762,1001,1033,627,306,38,0,3039,127,194,570,387,406,490,475,275,106,9,0,3372,84,156,752,374,356,511,558,352,200,29,0
대구광역시 남구 대명6동,2720061000,9582,494,620,1461,1234,1405,1537,1486,853,434,56,2,4609,226,330,723,636,682,775,708,369,151,9,0,4973,268,290,738,598,723,762,778,484,283,47,2
대구광역시 남구 대명9동,2720064000,15731,713,858,2364,2115,2272,2617,2492,1508,687,103,2,7697,373,459,1196,1102,1172,1280,1169,654,268,24,0,8034,340,399,1168,1013,1100,1337,1323,854,419,79,2
대구광역시 남구 대명10동,2720065000,9143,310,448,1304,1117,1151,1525,1691,1001,535,59,2,4325,151,243,635,588,586,720,761,432,196,13,0,4818,159,205,669,529,565,805,930,569,339,46,2
대구광역시 남구 대명11동,2720066000,8635,296,434,1035,987,1020,1529,1748,1031,498,56,1,4124,143,230,560,560,517,720,771,425,182,16,0,4511,153,204,475,427,503,809,977,606,316,40,1
대구광역시 북구 ,2723000000,436567,31964,41815,61263,52486,70201,78084,57332,28834,13034,1506,48,217189,16347,21704,33054,27703,34461,38678,27860,12499,4569,308,6,219378,15617,20111,28209,24783,35740,39406,29472,16335,8465,1198,42
대구광역시 북구 고성동,2723051000,4901,359,342,552,694,673,778,770,496,203,33,1,2375,173,162,294,358,359,407,337,212,62,11,0,2526,186,180,258,336,314,371,433,284,141,22,1
대구광역시 북구 칠성동,2723052600,23335,2259,2023,2831,3560,4090,3276,2722,1603,852,118,1,11222,1108,1022,1351,1773,2033,1585,1317,684,324,25,0,12113,1151,1001,1480,1787,2057,1691,1405,919,528,93,1
대구광역시 북구 침산1동,2723055000,4121,162,196,462,457,466,829,917,430,174,26,2,2194,82,114,263,277,263,438,489,209,50,9,0,1927,80,82,199,180,203,391,428,221,124,17,2
대구광역시 북구 침산2동,2723056000,18969,2055,2296,2033,2567,3687,2812,1960,1032,477,48,2,9118,1031,1165,1043,1190,1761,1384,901,434,194,15,0,9851,1024,1131,990,1377,1926,1428,1059,598,283,33,2
대구광역시 북구 침산3동,2723057000,20016,1665,2198,2334,2189,3386,3460,2515,1508,687,71,3,9656,869,1122,1241,1051,1588,1675,1190,651,252,17,0,10360,796,1076,1093,1138,1798,1785,1325,857,435,54,3
대구광역시 북구 산격1동,2723061000,9239,239,407,952,724,1052,1805,2038,1354,618,48,2,4593,126,224,556,422,603,937,983,517,217,8,0,4646,113,183,396,302,449,868,1055,837,401,40,2
대구광역시 북구 산격2동,2723062000,10933,561,864,1608,1164,1385,2180,1810,935,378,47,1,5338,274,445,888,641,661,1009,869,416,122,13,0,5595,287,419,720,523,724,1171,941,519,256,34,1
대구광역시 북구 산격3동,2723063000,9086,256,452,2558,1147,1039,1201,1277,761,351,43,1,4725,131,234,1378,732,591,612,595,319,120,13,0,4361,125,218,1180,415,448,589,682,442,231,30,1
대구광역시 북구 산격4동,2723063100,8420,277,454,1270,999,992,1468,1619,908,384,48,1,4412,147,262,724,627,573,749,741,423,160,6,0,4008,130,192,546,372,419,719,878,485,224,42,1
대구광역시 북구 대현동,2723064500,17871,1058,1122,2831,2010,2564,2849,2737,1722,855,110,13,9020,522,570,1693,1122,1347,1440,1269,724,302,26,5,8851,536,552,1138,888,1217,1409,1468,998,553,84,8
대구광역시 북구 복현1동,2723067100,7654,167,330,2380,1066,805,1193,1012,468,211,21,1,4190,89,181,1388,671,474,598,500,205,77,6,1,3464,78,149,992,395,331,595,512,263,134,15,0
대구광역시 북구 복현2동,2723067200,30222,2328,3094,4356,3915,4820,5266,3994,1618,729,100,2,14976,1197,1611,2368,2075,2276,2513,1931,720,273,12,0,15246,1131,1483,1988,1840,2544,2753,2063,898,456,88,2
대구광역시 북구 검단동,2723068000,6499,268,389,700,752,845,1140,1325,704,342,34,0,3228,133,198,403,438,454,560,614,305,120,3,0,3271,135,191,297,314,391,580,711,399,222,31,0
대구광역시 북구 무태조야동,2723069500,36522,3372,3824,4176,4626,6828,6465,4285,2113,742,90,1,18591,1764,1958,2225,2390,3452,3426,2114,978,272,12,0,17931,1608,1866,1951,2236,3376,3039,2171,1135,470,78,1
대구광역시 북구 관문동,2723071500,36741,4320,3207,3717,5949,6472,5882,4461,1922,714,94,3,18308,2243,1615,2005,2989,3343,2863,2156,855,228,11,0,18433,2077,1592,1712,2960,3129,3019,2305,1067,486,83,3
대구광역시 북구 태전1동,2723072500,22266,1255,1663,3916,2587,3030,4162,3258,1557,741,96,1,11172,655,880,2057,1450,1513,2021,1599,699,281,17,0,11094,600,783,1859,1137,1517,2141,1659,858,460,79,1
대구광역시 북구 태전2동,2723073500,24668,1510,2342,3648,2688,3790,4636,3574,1680,716,82,2,12122,797,1240,1923,1458,1836,2184,1684,718,267,15,0,12546,713,1102,1725,1230,1954,2452,1890,962,449,67,2
대구광역시 북구 구암동,2723074500,35548,2427,4756,5247,3283,6364,7306,3622,1678,775,89,1,17504,1190,2491,2837,1658,2918,3621,1838,691,243,17,0,18044,1237,2265,2410,1625,3446,3685,1784,987,532,72,1
대구광역시 북구 관음동,2723075000,16649,795,1466,2328,1590,2324,3495,2803,1164,630,51,3,8406,405,772,1310,900,1172,1720,1391,528,200,8,0,8243,390,694,1018,690,1152,1775,1412,636,430,43,3
대구광역시 북구 읍내동,2723077000,26963,1641,2402,4210,3175,3651,5387,3908,1643,858,84,4,13375,861,1298,2267,1712,1686,2546,1970,731,283,21,0,13588,780,1104,1943,1463,1965,2841,1938,912,575,63,4
대구광역시 북구 동천동,2723078000,28356,2106,4181,4094,2738,5557,5600,2237,1166,628,49,0,13783,1087,2179,2196,1312,2404,2821,1130,435,205,14,0,14573,1019,2002,1898,1426,3153,2779,1107,731,423,35,0
대구광역시 북구 노원동,2723079000,11677,583,573,1278,1502,1511,2218,2306,1253,403,48,2,6088,290,290,705,879,850,1170,1150,582,158,14,0,5589,293,283,573,623,661,1048,1156,671,245,34,2
대구광역시 북구 국우동,2723080000,25911,2301,3234,3782,3104,4870,4676,2182,1119,566,76,1,12793,1173,1671,1939,1578,2304,2399,1092,463,159,15,0,13118,1128,1563,1843,1526,2566,2277,1090,656,407,61,1
대구광역시 수성구 ,2726000000,418014,28607,49470,53173,41887,70232,74840,54154,29040,14589,1964,58,202137,14750,26051,28497,20591,32051,36099,25573,12662,5391,462,10,215877,13857,23419,24676,21296,38181,38741,28581,16378,9198,1502,48
대구광역시 수성구 범어1동,2726051000,16900,1633,2203,1899,1895,3116,2811,1696,1059,525,62,1,8045,809,1063,972,852,1451,1368,846,443,222,19,0,8855,824,1140,927,1043,1665,1443,850,616,303,43,1
대구광역시 수성구 범어2동,2726052000,15568,1004,1779,2220,1958,2617,2693,1812,982,448,53,2,7564,512,923,1131,939,1195,1321,880,463,190,10,0,8004,492,856,1089,1019,1422,1372,932,519,258,43,2
대구광역시 수성구 범어3동,2726053000,16222,1866,2035,2027,1990,3204,2649,1334,746,326,44,1,7788,937,978,1056,882,1506,1333,644,318,121,13,0,8434,929,1057,971,1108,1698,1316,690,428,205,31,1
대구광역시 수성구 범어4동,2726054000,20008,1619,4506,1937,1282,4956,3031,1412,823,385,56,1,9816,868,2400,1048,551,2185,1616,641,355,140,11,1,10192,751,2106,889,731,2771,1415,771,468,245,45,0
대구광역시 수성구 만촌1동,2726055000,22858,1726,2367,2895,2300,3548,4080,3142,1760,916,120,4,11144,912,1236,1585,1133,1638,1965,1486,789,365,35,0,11714,814,1131,1310,1167,1910,2115,1656,971,551,85,4
대구광역시 수성구 만촌2동,2726056000,10987,483,1062,1761,1166,1560,2060,1567,832,447,47,2,5443,235,608,939,650,712,1008,733,382,166,10,0,5544,248,454,822,516,848,1052,834,450,281,37,2
대구광역시 수성구 만촌3동,2726056100,19811,1238,3816,2469,1272,4287,3513,1712,985,459,59,1,10365,706,2478,1474,581,1850,1838,815,427,176,20,0,9446,532,1338,995,691,2437,1675,897,558,283,39,1
대구광역시 수성구 수성1가동,2726057000,18030,1150,2147,2082,1537,2976,3200,2318,1619,879,119,3,8295,542,1002,1085,758,1335,1522,1041,646,338,26,0,9735,608,1145,997,779,1641,1678,1277,973,541,93,3
대구광역시 수성구 수성2.3가동,2726058000,11927,980,1700,1253,1036,2323,1887,1444,860,399,44,1,5790,515,867,647,477,1091,991,663,369,159,11,0,6137,465,833,606,559,1232,896,781,491,240,33,1
대구광역시 수성구 수성4가동,2726059000,14718,788,1376,1992,1410,2074,2889,2208,1212,677,91,1,6839,395,665,1034,689,890,1342,1018,530,246,30,0,7879,393,711,958,721,1184,1547,1190,682,431,61,1
대구광역시 수성구 황금1동,2726060100,23905,1975,4017,2681,1833,4681,4265,2542,1214,597,94,6,11446,1017,2025,1454,826,2041,2140,1173,530,220,19,1,12459,958,1992,1227,1007,2640,2125,1369,684,377,75,5
대구광역시 수성구 황금2동,2726060200,10915,519,814,1703,1345,1701,1887,1519,974,407,46,0,5246,255,405,831,690,842,934,684,421,172,12,0,5669,264,409,872,655,859,953,835,553,235,34,0
대구광역시 수성구 중동,2726061000,10995,699,703,1394,1422,1769,1888,1671,947,445,56,1,5498,372,378,718,754,900,970,791,422,180,13,0,5497,327,325,676,668,869,918,880,525,265,43,1
대구광역시 수성구 상동,2726062000,16281,938,1242,1979,1894,2415,2788,2707,1498,698,122,0,7895,499,642,1035,992,1155,1349,1270,670,262,21,0,8386,439,600,944,902,1260,1439,1437,828,436,101,0
대구광역시 수성구 파동,2726063000,12604,949,962,1161,1452,1862,2044,2196,1320,566,86,6,6050,468,532,639,728,901,958,967,623,212,21,1,6554,481,430,522,724,961,1086,1229,697,354,65,5
대구광역시 수성구 두산동,2726064000,14069,840,1109,2142,1899,2213,2738,1854,835,386,51,2,6874,418,570,1136,951,1067,1309,887,376,148,12,0,7195,422,539,1006,948,1146,1429,967,459,238,39,2
대구광역시 수성구 지산1동,2726065100,21969,909,1738,3156,2204,2971,4143,3588,2076,1037,143,4,10453,490,967,1701,1170,1372,1875,1626,863,354,34,1,11516,419,771,1455,1034,1599,2268,1962,1213,683,109,3
대구광역시 수성구 지산2동,2726065200,18813,1014,1759,2445,1828,2726,3561,3053,1482,842,103,0,8870,521,896,1289,920,1226,1615,1409,664,303,27,0,9943,493,863,1156,908,1500,1946,1644,818,539,76,0
대구광역시 수성구 범물1동,2726066100,11366,340,599,1250,910,1230,2080,2448,1556,839,110,4,5161,168,294,681,479,608,944,1134,599,233,20,1,6205,172,305,569,431,622,1136,1314,957,606,90,3
대구광역시 수성구 범물2동,2726066200,17189,1247,1859,2073,1787,2792,3120,2659,1112,468,68,4,8315,628,990,1136,893,1272,1436,1255,535,159,9,2,8874,619,869,937,894,1520,1684,1404,577,309,59,2
대구광역시 수성구 고산1동,2726067000,30788,2113,4502,4178,2779,5325,5782,3599,1551,847,107,5,14887,1090,2293,2255,1339,2347,2730,1787,703,315,26,2,15901,1023,2209,1923,1440,2978,3052,1812,848,532,81,3
대구광역시 수성구 고산2동,2726068000,28741,2272,3192,3861,3318,4587,5071,3667,1723,902,141,7,14280,1178,1734,2178,1667,2129,2434,1815,768,341,36,0,14461,1094,1458,1683,1651,2458,2637,1852,955,561,105,7
대구광역시 수성구 고산3동,2726069000,33350,2305,3983,4615,3370,5299,6660,4006,1874,1094,142,2,16073,1215,2105,2473,1670,2338,3101,2008,766,369,27,1,17277,1090,1878,2142,1700,2961,3559,1998,1108,725,115,1
대구광역시 달서구 ,2729000000,545983,36952,52858,75787,63067,85384,101678,77594,35130,15595,1890,48,269093,18950,27391,40227,33201,41471,49043,37299,15729,5353,423,6,276890,18002,25467,35560,29866,43913,52635,40295,19401,10242,1467,42
대구광역시 달서구 성당동,2729051500,23345,1504,1964,2742,2606,3493,4059,3937,2095,854,83,8,11321,720,926,1394,1375,1774,2032,1846,947,296,11,0,12024,784,1038,1348,1231,1719,2027,2091,1148,558,72,8
대구광역시 달서구 두류1.2동,2729053500,14454,539,688,2318,1843,1775,2525,2524,1508,664,63,7,7075,289,340,1104,969,990,1286,1186,652,248,10,1,7379,250,348,1214,874,785,1239,1338,856,416,53,6
대구광역시 달서구 두류3동,2729055000,8318,355,526,1254,927,1049,1473,1398,883,414,39,0,4036,195,277,628,490,540,706,654,374,162,10,0,4282,160,249,626,437,509,767,744,509,252,29,0
대구광역시 달서구 감삼동,2729055500,26904,1981,2201,4003,3648,3902,5051,3858,1588,600,70,2,13117,961,1141,1985,1890,1914,2392,1848,741,227,17,1,13787,1020,1060,2018,1758,1988,2659,2010,847,373,53,1
대구광역시 달서구 죽전동,2729056300,13598,560,904,2235,1717,1840,2679,2266,968,386,43,0,6722,270,470,1166,965,932,1260,1085,432,127,15,0,6876,290,434,1069,752,908,1419,1181,536,259,28,0
대구광역시 달서구 장기동,2729056800,17200,1244,1600,2371,2112,2654,3368,2339,1062,399,50,1,8463,647,834,1253,1106,1282,1611,1098,488,132,12,0,8737,597,766,1118,1006,1372,1757,1241,574,267,38,1
대구광역시 달서구 용산1동,2729057100,31102,1879,3341,4856,3204,4929,6733,3848,1583,655,72,2,15599,973,1786,2605,1690,2297,3301,1927,764,239,16,1,15503,906,1555,2251,1514,2632,3432,1921,819,416,56,1
대구광역시 달서구 용산2동,2729057200,28922,1653,2777,4550,3220,4362,6443,3779,1421,658,58,1,14546,853,1480,2480,1763,2073,3066,1955,623,240,13,0,14376,800,1297,2070,1457,2289,3377,1824,798,418,45,1
대구광역시 달서구 이곡1동,2729057600,23218,1224,2339,3971,2524,3521,5157,2818,1092,515,55,2,11677,655,1190,2154,1370,1647,2500,1484,483,179,15,0,11541,569,1149,1817,1154,1874,2657,1334,609,336,40,2
대구광역시 달서구 이곡2동,2729057700,16508,841,1292,2423,2072,2252,3449,2811,959,372,35,2,8360,432,666,1325,1171,1115,1618,1436,450,141,6,0,8148,409,626,1098,901,1137,1831,1375,509,231,29,2
대구광역시 달서구 신당동,2729058500,31848,1339,2224,6897,3721,4275,6328,4121,1893,930,119,1,16372,714,1145,3647,2248,2230,3207,2061,812,283,25,0,15476,625,1079,3250,1473,2045,3121,2060,1081,647,94,1
대구광역시 달서구 본리동,2729059000,21238,2072,2173,2407,2808,3893,3676,2689,1054,408,56,2,10480,1017,1053,1274,1433,1944,1807,1282,507,152,9,2,10758,1055,1120,1133,1375,1949,1869,1407,547,256,47,0
대구광역시 달서구 월성1동,2729060100,37644,3862,7230,3856,3524,9006,5655,2680,1230,520,79,2,18447,1968,3683,2104,1561,4072,3060,1253,545,185,16,0,19197,1894,3547,1752,1963,4934,2595,1427,685,335,63,2
대구광역시 달서구 월성2동,2729060200,16004,520,1095,1699,1202,2127,2937,3243,2075,994,109,3,7653,289,567,933,671,1098,1472,1488,809,303,23,0,8351,231,528,766,531,1029,1465,1755,1266,691,86,3
대구광역시 달서구 진천동,2729061500,51901,4126,4847,7010,6551,7956,9386,7265,3176,1403,179,2,25459,2109,2570,3782,3395,3782,4348,3477,1453,501,42,0,26442,2017,2277,3228,3156,4174,5038,3788,1723,902,137,2
대구광역시 달서구 유천동,2729061700,30203,5095,4661,2377,4706,7237,3324,1828,733,213,27,2,14844,2624,2365,1221,2122,3542,1716,853,319,76,6,0,15359,2471,2296,1156,2584,3695,1608,975,414,137,21,2
대구광역시 달서구 상인1동,2729062400,36623,2637,4409,4865,3609,5874,6876,5106,2102,1004,140,1,17926,1343,2439,2694,1785,2639,3227,2438,963,366,32,0,18697,1294,1970,2171,1824,3235,3649,2668,1139,638,108,1
대구광역시 달서구 상인2동,2729062500,19992,1089,1402,3322,2851,2536,3762,3147,1251,547,82,3,9912,586,760,1728,1614,1260,1714,1502,556,174,18,0,10080,503,642,1594,1237,1276,2048,1645,695,373,64,3
대구광역시 달서구 상인3동,2729062600,11182,306,545,1106,974,1183,2130,2741,1433,663,100,1,5355,167,285,634,542,634,978,1261,663,167,24,0,5827,139,260,472,432,549,1152,1480,770,496,76,1
대구광역시 달서구 도원동,2729062800,35669,2096,3368,4779,3742,4877,7185,6043,2299,1131,147,2,17259,1088,1739,2573,1953,2285,3211,2918,1070,383,39,0,18410,1008,1629,2206,1789,2592,3974,3125,1229,748,108,2
대구광역시 달서구 송현1동,2729063000,19407,786,1237,2786,2188,2598,3679,3435,1799,809,88,2,9570,407,641,1425,1230,1354,1766,1596,834,298,19,0,9837,379,596,1361,958,1244,1913,1839,965,511,69,2
대구광역시 달서구 송현2동,2729064000,18204,672,1161,2403,1908,2295,3358,3485,1862,944,114,2,8725,348,579,1257,1059,1162,1584,1587,790,332,26,1,9479,324,582,1146,849,1133,1774,1898,1072,612,88,1
대구광역시 달서구 본동,2729065000,12499,572,874,1557,1410,1750,2445,2233,1064,512,82,0,6175,295,455,861,799,905,1181,1064,454,142,19,0,6324,277,419,696,611,845,1264,1169,610,370,63,0
